X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT,GlobalID,CreationDate,Creator,EditDate,Editor
-8366600.3828,4858988.378,384,384,192,ARAMARK,1101 MARKET STREET,NOT AVAILABLE,PHILADELPHIA,PA,19107,PHILADELPHIA,217250,14416,39.95213,-75.15845,BING MAPS,ADDRESS,42101,NOT AVAILABLE,HTTPS://WWW.ARAMARK.COM/,287.8,{36CAC111-103D-4966-BE30-7E5CB345FBE2},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8347903.1611,4882213.7205,385,385,333,CROWN HOLDINGS,1 CROWN WAY,NOT AVAILABLE,PHILADELPHIA,PA,19154,PHILADELPHIA,23992,8284,40.11188,-74.99049,BING MAPS,ADDRESS,42101,NOT AVAILABLE,HTTPS://WWW.CROWNCORK.COM/,496,{415BB807-DE2E-4361-9D3A-EA94D5C6C974},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9202467.2697,3234670.2985,386,386,469,RAYMOND JAMES FINANCIAL,880 CARILLON PARKWAY,NOT AVAILABLE,SAINT PETERSBURG,FL,33716,PINELLAS,11900,5520,27.88649,-82.66717,BING MAPS,ADDRESS,12103,NOT AVAILABLE,HTTPS://WWW.RAYMONDJAMES.COM/,529.4,{036970AC-8F0C-4BE8-955B-AD5401357BD6},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9200238.6535,3232302.7436,387,387,152,JABIL CIRCUIT,10560 DR. MARTIN LUTHER KING,NOT AVAILABLE,SAINT PETERSBURG,FL,33716,PINELLAS,138000,18353,27.86769,-82.64715,BING MAPS,ADDRESS,12103,NOT AVAILABLE,HTTPS://WWW.JABIL.COM/,254.1,{9F2D5BC1-3295-4907-B921-FFA963C82BAD},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9206993.5202,3238576.4032,388,388,107,TECH DATA,5350 TECH DATA DRIVE,BUILDING A,CLEARWATER,FL,33760,PINELLAS,9500,26235,27.9175,-82.70783,BING MAPS,ADDRESS,12103,NOT AVAILABLE,HTTPS://WWW.TECHDATA.COM/,195.1,{88AA8D56-E321-42E9-9505-42232178E21B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9129659.87,3249263.7701,389,389,85,PUBLIX SUPER MARKETS,3300 PUBLIX CORPORATE PARKWAY,NOT AVAILABLE,LAKELAND,FL,33811,POLK,191000,34274,28.0023,-82.01313,BING MAPS,ADDRESS,12105,NOT AVAILABLE,HTTP://WWW.PUBLIX.COM/,2025.7,{38298CB2-1D32-4980-AD47-D6EC1DBBB7E1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10416517.6363,5115208.6864,390,390,423,CASEY'S GENERAL STORES,1 SOUTHEAST CONVENIENCE BOULEVARD,NOT AVAILABLE,ANKENY,IA,50021,POLK,24724,6304,41.693711,-93.57317,MANUAL,ON-ENTITY,19153,NOT AVAILABLE,HTTPS://WWW.CASEYS.COM/,226,{10B6F944-F917-49B1-93C0-8144D1D4C987},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10422575.643,5099547.0844,391,391,227,PRINCIPAL FINANCIAL,711 HIGH STREET,NOT AVAILABLE,DES MOINES,IA,50392,POLK,14854,12394,41.58857,-93.62759,BING MAPS,ADDRESS,19153,NOT AVAILABLE,HTTPS://WWW.PRINCIPAL.COM/,1316.5,{F6C0AF3F-5DBA-44FE-8345-BBCE623A048E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-7956882.3178,5159989.3495,392,392,7,CVS HEALTH,1 CVS DRIVE,NOT AVAILABLE,WOONSOCKET,RI,02895,PROVIDENCE,204000,177526,41.99339,-71.47789,BING MAPS,ADDRESS,44007,NOT AVAILABLE,HTTPS://CVSHEALTH.COM/,5317,{21A38B18-D544-4114-B5C6-59DBEF9F6BB9},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-7949643.2113,5135374.888,393,393,451,CITIZENS FINANCIAL GROUP,1 CITIZENS PLAZA,NOT AVAILABLE,PROVIDENCE,RI,02903,PROVIDENCE,17600,5763,41.82884,-71.41286,BING MAPS,ADDRESS,44007,NOT AVAILABLE,HTTPS://WWW.CITIZENSBANK.COM/HOMEPAGE.ASPX,1045,{4A07EE58-9AFA-40B8-A6F7-A6B6742C86D2},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-7949234.6688,5134787.7877,394,394,200,TEXTRON,40 WESTMINSTER STREET,NOT AVAILABLE,PROVIDENCE,RI,02903,PROVIDENCE,36000,13788,41.82491,-71.40919,BING MAPS,ADDRESS,44007,NOT AVAILABLE,HTTPS://WWW.TEXTRON.COM/,962,{AB38BFEC-0C22-4609-80D8-65F15430AE2A},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-7951625.8114,5135443.6095,395,395,325,UNITED NATURAL FOODS,313 IRON HORSE WAY,NOT AVAILABLE,PROVIDENCE,RI,02908,PROVIDENCE,9554,8470,41.8293,-71.43067,BING MAPS,ADDRESS,44007,NOT AVAILABLE,HTTPS://WWW.UNFI.COM/,125.8,{3AC92DCA-2D7C-4BDF-9450-4E8465A806AB},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10273403.0726,4130503.4854,396,396,417,DILLARD'S,1600 CANTRELL ROAD,NOT AVAILABLE,LITTLE ROCK,AR,72201,PULASKI,30800,6418,34.75402,-92.28755,BING MAPS,ADDRESS,05119,NOT AVAILABLE,HTTPS://WWW.DILLARDS.COM/,169.2,{47751E4F-749B-45B7-B6B3-F81BB58F6524},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10285708.3291,4135071.7847,397,397,485,WINDSTREAM HOLDINGS,4001 RODNEY PARHAM ROAD,SUITE 101,LITTLE ROCK,AR,72212,PULASKI,11870,5387,34.78773,-92.39809,BING MAPS,ADDRESS,05119,NOT AVAILABLE,HTTP://INVESTOR.WINDSTREAM.COM/INVESTORS/INDEX.CFM,-383.5,{0AD699E6-357A-4315-9F24-9A85C5C77925},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8230815.0943,4975659.7947,398,398,403,JETBLUE AIRWAYS,27-01 QUEENS PLAZA NORTH,NOT AVAILABLE,LONG ISLAND CITY,NY,11101,QUEENS,15986,6632,40.75084,-73.93867,BING MAPS,ADDRESS,36081,NOT AVAILABLE,HTTPS://WWW.JETBLUE.COM/,759,{7DF47351-BC78-4741-86F2-47A455C2664D},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9811780.0686,5317079.8941,399,399,471,FISERV,255 FISERV DRIVE,NOT AVAILABLE,BROOKFIELD,WI,53405,RACINE,23000,5505,43.03355,-88.14072,BING MAPS,ADDRESS,55101,NOT AVAILABLE,HTTPS://WWW.FISERV.COM/INDEX.ASPX,930,{FBAB0563-9556-4468-BB6A-1162627D19CB},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10363251.26,5613014.8568,400,400,211,ECOLAB,370 WABAHA STREET NORTH,NOT AVAILABLE,SAINT PAUL,MN,55102,RAMSEY,47565,13153,44.94594,-93.09467,BING MAPS,ADDRESS,27123,NOT AVAILABLE,HTTPS://WWW.ECOLAB.COM/,1229.6,{D42E03C6-5273-4159-B10F-E1092D614E5E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10364023.8172,5623464.3759,401,401,434,ST. JUDE MEDICAL,1 SAINT JUDE MEDICAL DRIVE,NOT AVAILABLE,SAINT PAUL,MN,55117,RAMSEY,18000,6004,45.01234,-93.10161,BING MAPS,ADDRESS,27123,IS NOW ABBOTT,HTTPS://WWW.SJM.COM/EN,734,{6D7F7346-640E-442D-8E2A-4B32D06B8D5F},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10369558.6223,5631530.1115,402,402,209,LAND O'LAKES,4001 LEXINGTON AVENUE NORTH,NOT AVAILABLE,ARDEN HILLS,MN,55126,RAMSEY,10000,13233,45.06354,-93.15133,BING MAPS,ADDRESS,27123,NOT AVAILABLE,HTTPS://WWW.LANDOLAKESINC.COM/,244.9,{E0342A8C-D580-4C0E-8CB0-EE4D507FC189},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235166.5732,4975986.0195,403,403,42,METLIFE,200 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10166,RICHMOND,58000,63476,40.75306,-73.97776,BING MAPS,ADDRESS,36085,NOT AVAILABLE,HTTPS://WWW.METLIFE.COM/,800,{2DF3D81F-D4B4-4655-8E82-DB06730617E1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234981.7829,4976181.4657,404,404,266,VOYA FINANCIAL,230 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10169,RICHMOND,6700,10782,40.75439,-73.9761,BING MAPS,ADDRESS,36085,NOT AVAILABLE,HTTPS://WWW.VOYA.COM/,-428,{F74BA766-9FE6-4F9B-BA0C-E5622665422E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8621987.3322,4513803.1948,405,405,238,DOMINION RESOURCES,120 TREDEGAR STREET,NOT AVAILABLE,RICHMOND,VA,23219,RICHMOND,16200,11737,37.534,-77.45263,BING MAPS,ADDRESS,51159,NOT AVAILABLE,HTTPS://WWW.DOMINIONENERGY.COM/,2123,{ED6B22F1-1287-4CFB-9C03-F1E64385FF76},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8900927.2594,4483490.0719,406,406,292,ADVANCE AUTO PARTS,5008 AIRPORT ROAD,NOT AVAILABLE,ROANOKE,VA,24012,ROANOKE,57500,9568,37.31775,-79.95839,BING MAPS,ADDRESS,51161,NOT AVAILABLE,HTTPS://SHOP.ADVANCEAUTOPARTS.COM/,459.6,{E688E853-B908-44F6-802D-B21C6DFA6364},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10066017.0876,5082854.6645,407,407,105,DEERE,1 JOHN DEERE PLACE,NOT AVAILABLE,MOLINE,IL,61265,ROCK ISLAND,56767,26644,41.47632,-90.42457,BING MAPS,ADDRESS,17161,NOT AVAILABLE,HTTPS://WWW.DEERE.COM/EN/INDEX.HTML,1523.9,{6FC5E525-367A-4789-8AE5-CCF1A97A9FAA},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10081820.0025,4673272.0313,408,408,246,REINSURANCE GROUP OF AMERICA,16600 SWINGLEY RIDGE ROAD,NOT AVAILABLE,CHESTERFIELD,MO,63017,ST LOUIS,2371,11522,38.661306,-90.56653,MANUAL,ON-ENTITY,29189,NOT AVAILABLE,HTTPS://WWW.RGARE.COM/,701.4,{8B5D0F22-D5EB-4A69-B0B6-76768B610203},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10056007.239,4671594.7906,409,409,66,CENTENE,7700 FORSYTH BOULEVARD,NOT AVAILABLE,SAINT LOUIS,MO,63105,ST LOUIS,30500,40721,38.64954,-90.33465,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://WWW.CENTENE.COM/,562,{41C60620-0F9C-41C1-A3A1-B48EED7957F1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10056492.592,4671872.7436,410,410,420,GRAYBAR ELECTRIC,34 NORTH MERAMEC AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63105,ST LOUIS,8500,6385,38.65149,-90.33901,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://WWW.GRAYBAR.COM/STORE/EN/GB,93.1,{8A53B277-33C4-42E3-852E-CBABF10D0472},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10055922.6362,4671445.1267,411,411,467,OLIN,190 CARONDELET PLAZA,SUITE 1530,CLAYTON,MO,63105,ST LOUIS,6400,5551,38.64849,-90.33389,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://WWW.OLIN.COM/,-3.9,{DC565B47-6CEC-44AD-8233-A09CE39C213F},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10053390.1178,4681430.3787,412,412,22,EXPRESS SCRIPTS HOLDING,1 EXPRESS WAY,NOT AVAILABLE,SAINT LOUIS,MO,63121,ST LOUIS,25600,100288,38.71851,-90.31114,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://WWW.EXPRESS-SCRIPTS.COM/#/,3404.4,{24378F73-DD85-47D9-A523-EA3CE31BFC12},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10068604.1526,4665181.1657,413,413,404,JONES FINANCIAL,12555 MANCHESTER ROAD,NOT AVAILABLE,DES PERES,MO,63131,ST LOUIS,43000,6632,38.60453,-90.44781,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://WWW.EDWARDJONES.COM/INDEX.HTML,746,{2DBB9091-7D50-4770-AFEB-67DED4D6D433},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10050515.8485,4683400.918,414,414,139,EMERSON ELECTRIC,8000 WEST FLORISSANT AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63136,ST LOUIS,103500,20268,38.73232,-90.28532,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTP://WWW.EMERSON.COM/EN-US/,1635,{98D77FC1-B7FC-4F52-898A-57304B468A39},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10063256.3642,4674416.0087,415,415,204,MONSANTO,800 NORTH LINDBERGH BOULEVARD,NOT AVAILABLE,SAINT LOUIS,MO,63167,ST LOUIS,22450,13502,38.66933,-90.39977,BING MAPS,ADDRESS,29189,NOT AVAILABLE,HTTPS://MONSANTO.COM/,1336,{1F8A3CFA-7D35-4E81-B313-AF9D5705D92F},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10042245.9235,4667484.8195,416,416,431,AMEREN,1901 CHOUTEAU AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63103,ST LOUIS (CITY),8629,6076,38.6207,-90.21103,BING MAPS,ADDRESS,29510,NOT AVAILABLE,HTTPS://WWW.AMEREN.COM/,653,{87BD1DC3-C534-4F26-BB9A-716378233E6F},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-12447633.0278,4976773.7064,417,417,289,HUNTSMAN,500 HUNTSMAN WAY,NOT AVAILABLE,SALT LAKE CITY,UT,84108,SALT LAKE,15000,9657,40.75842,-111.81899,BING MAPS,ADDRESS,49035,NOT AVAILABLE,HTTP://WWW.HUNTSMAN.COM/CORPORATE/A/HOME,326,{2FB8C1AF-39CC-4E15-BB17-8F34BC067469},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13042572.254,3858106.0517,418,418,280,SEMPRA ENERGY,101 ASH STREET,NOT AVAILABLE,SAN DIEGO,CA,92101,SAN DIEGO,16575,10183,32.71931,-117.16342,BING MAPS,ADDRESS,06073,NOT AVAILABLE,HTTPS://WWW.SEMPRA.COM/,1370,{101FA57E-D294-43B9-A92A-D817DA930CA3},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13046172.3263,3881664.267,419,419,119,QUALCOMM,5775 MOREHOUSE DRIVE,NOT AVAILABLE,SAN DIEGO,CA,92121,SAN DIEGO,30500,23554,32.89718,-117.19576,BING MAPS,ADDRESS,06073,NOT AVAILABLE,HTTPS://WWW.QUALCOMM.COM/,5705,{344487D5-1B4C-4F4F-905D-EB3FC1F0952B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13625791.7642,4549628.9227,420,420,5,MCKESSON,1 POST STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94104,SAN FRANCISCO,68000,192487,37.78877,-122.40257,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTP://WWW.MCKESSON.COM/,2258,{85A083F1-9660-4CD1-9BD7-BFC67AF6DA6E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13624693.0408,4549885.2941,421,421,357,CHARLES SCHWAB,211 MAIN STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,16200,7644,37.79059,-122.3927,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTPS://WWW.SCHWAB.COM/,1889,{AEEDD3DE-2E5D-41CE-975C-AC520D7EB2B7},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13624507.1373,4549923.3278,422,422,178,GAP,2 FOLSOM STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,135000,15516,37.79086,-122.39103,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTPS://WWW.GAP.COM/,676,{18B37B93-706E-4116-8467-2AE4D9AFFD49},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13625051.4896,4550007.8475,423,423,157,PG&E CORP.,77 BEALE STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,24000,17666,37.79146,-122.39592,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTP://WWW.PGECORP.COM/CORP/INDEX.PAGE,1393,{942C4029-333C-440B-8066-022C1B338B7B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13624933.4909,4550347.3421,424,424,326,SALESFORCE.COM,1 MARKET STREET,SUITE 300,SAN FRANCISCO,CA,94105,SAN FRANCISCO,25000,8392,37.79387,-122.39486,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTPS://WWW.SALESFORCE.COM/,179.6,{C5200CE0-502D-4166-83B8-C24AF6AB9221},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13625772.8399,4550281.1327,425,425,25,WELLS FARGO,420 MONTGOMERY STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94163,SAN FRANCISCO,269100,94176,37.7934,-122.4024,BING MAPS,ADDRESS,06075,NOT AVAILABLE,HTTPS://WWW.WELLSFARGO.COM/,21938,{F3614732-119B-4C68-AF37-CF68481781C8},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13597720.3282,4506546.7064,426,426,98,FACEBOOK,1601 WILLOW ROAD,NOT AVAILABLE,MENLO PARK,CA,94025,SAN MATEO,17048,27638,37.48229,-122.1504,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTPS://WWW.FACEBOOK.COM/,10217,{E7096085-D8A3-4FD8-81B9-39EF64C211CB},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13604916.0201,4498058.8801,427,427,493,ROBERT HALF INTERNATIONAL,2884 SAND HILL ROAD,NOT AVAILABLE,MENLO PARK,CA,94025,SAN MATEO,16400,5250,37.42176,-122.21504,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTPS://WWW.ROBERTHALF.COM/,343.4,{6D00D100-4C27-45B5-B38C-9B26FA0E7D4F},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13610193.6771,4513344.1653,428,428,81,ORACLE,500 ORACLE PARKWAY,NOT AVAILABLE,REDWOOD CITY,CA,94065,SAN MATEO,136000,37047,37.53073,-122.26245,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTPS://WWW.ORACLE.COM/INDEX.HTML,8901,{4EAFAD20-DCB2-4C06-84B5-F9D4FBA75BFC},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13623613.5757,4532545.2855,429,429,247,CORE-MARK HOLDING,395 OYSTER POINT BOULEVARD,SUITE 415,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,7688,11507,37.667391,-122.383003,MANUAL,ON-ENTITY,06081,NOT AVAILABLE,HTTPS://WWW.CORE-MARK.COM/,54.2,{317182D0-1E93-4A8C-BE97-D6FBFFD74F9B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13613489.8473,4515097.5701,430,430,405,FRANKLIN RESOURCES,1 FRANKLIN PARKWAY,NOT AVAILABLE,SAN MATEO,CA,94403,SAN MATEO,9059,6618,37.54322,-122.29206,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTP://WWW.FRANKLINRESOURCES.COM/CORP/HOME,1726.7,{ECADDFA4-5DAF-4535-8DC3-46217279EBEA},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13612356.6148,4518456.3922,431,431,92,GILEAD SCIENCES,333 LAKESIDE DRIVE,NOT AVAILABLE,FOSTER CITY,CA,94404,SAN MATEO,9000,30390,37.56714,-122.28188,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTPS://WWW.GILEAD.COM/,13501,{E86EE2CB-0F51-4D9C-9B52-CAA6C55AA0A8},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13611766.6215,4517341.3459,432,432,187,VISA,900 METRO CENTER BOULEVARD,NOT AVAILABLE,FOSTER CITY,CA,94404,SAN MATEO,14200,15082,37.5592,-122.27658,BING MAPS,ADDRESS,06081,NOT AVAILABLE,HTTPS://USA.VISA.COM/,5991,{5843BF16-9503-4414-8F02-762F999CA659},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13572358.4086,4491684.5547,433,433,264,PAYPAL HOLDINGS,2211 NORTH 1ST STREET,NOT AVAILABLE,SAN JOSE,CA,95131,SANTA CLARA,18100,10842,37.37627,-121.92257,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://INVESTOR.PAYPAL-CORP.COM/,1401,{F35DF752-531F-445C-AD07-5EE52CED6ECE},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13590364.3362,4498095.324,434,434,27,ALPHABET,1600 AMPHITHEATRE PARKWAY,NOT AVAILABLE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,72053,90272,37.42202,-122.08432,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://ABC.XYZ/,19478,{797876DE-435C-419E-BFF8-CEFC182465AA},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13587061.487,4494699.581,435,435,465,SYMANTEC,350 ELLIS STREET,NOT AVAILABLE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,11000,5568,37.39779,-122.05465,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.SYMANTEC.COM/,2488,{10FBCEE8-0FCA-4444-9F32-719A5E3ED1C4},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13582239.1266,4496783.4251,436,436,468,NETAPP,495 EAST JAVA DRIVE,NOT AVAILABLE,SUNNYVALE,CA,94089,SANTA CLARA,12030,5546,37.41266,-122.01133,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.NETAPP.COM/US/INDEX.ASPX,229,{9E0AAC8E-CCDB-47E7-A206-EDE5C84A1DD6},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13583794.2599,4497517.844,437,437,498,YAHOO,701 1ST AVENUE,NOT AVAILABLE,SUNNYVALE,CA,94089,SANTA CLARA,8500,5169,37.4179,-122.0253,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.YAHOO.COM/,-214.3,{310F9B28-141B-4F6A-A202-285D8F9AE70D},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13597199.353,4497065.1332,438,438,59,HEWLETT PACKARD ENTERPRISE,3000 HANOVER STREET,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,195000,50123,37.41467,-122.14572,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.HPE.COM/US/EN/HOME.HTML,3161,{17676420-0EFA-40A0-8267-2575EAF57406},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13597199.353,4497065.1332,439,439,61,HP,3000 HANOVER STREET,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,49000,48238,37.41467,-122.14572,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW8.HP.COM/US/EN/HOME.HTML,2496,{2D80C8C5-5B82-46D2-9FD9-9D6AB06B57C6},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13597703.6303,4494245.5904,440,440,383,TESLA,3500 DEER CREEK ROAD,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,30025,7000,37.39455,-122.15025,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.TESLA.COM/,-674.9,{FFE09CD1-251A-48C0-A1BB-D07D97418CDE},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13584364.2157,4485452.6934,441,441,3,APPLE,1 INFINITE LOOP,NOT AVAILABLE,CUPERTINO,CA,95014,SANTA CLARA,116000,215639,37.33177,-122.03042,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.APPLE.COM/,45687,{6F38E980-8B14-4EBB-84DF-A279DD3A5438},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13576817.8674,4475350.9197,442,442,314,NETFLIX,100 WINCHESTER CIRCLE,NOT AVAILABLE,LOS GATOS,CA,95032,SANTA CLARA,3850,8831,37.25958,-121.96263,BING MAPS,ADDRESS,06085,NOT AVAILABLE,HTTPS://WWW.NETFLIX.COM/,186.7,{4998A0A5-7799-46D4-8AA8-C05F2AD21F2A},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
